Feature1,Feature2,CorrVal,RCode
cosine_miniLM,jaccard_sim,0.7045328233605113,cosine_miniLM*jaccard_sim
jaccard_sim,cosine_miniLM,0.7045328233605113,jaccard_sim*cosine_miniLM
seg1_dependency_distance_mean,seg1_doc_length,0.7174656566260388,seg1_dependency_distance_mean*seg1_doc_length
seg2_dependency_distance_mean,seg2_doc_length,0.733297323046329,seg2_dependency_distance_mean*seg2_doc_length
seg2_dependency_distance_mean,seg2_n_tokens,0.7109713148435158,seg2_dependency_distance_mean*seg2_n_tokens
seg2_dependency_distance_mean,seg2_sentence_length_median,0.7130815184930853,seg2_dependency_distance_mean*seg2_sentence_length_median
seg2_dependency_distance_mean,seg2_n_unique_tokens,0.7084172711161365,seg2_dependency_distance_mean*seg2_n_unique_tokens
seg1_n_stop_words,seg1_doc_length,0.9366405293209156,seg1_n_stop_words*seg1_doc_length
seg1_n_stop_words,seg1_n_tokens,0.9372457735361512,seg1_n_stop_words*seg1_n_tokens
seg1_n_stop_words,seg1_sentence_length_median,0.9320486922262716,seg1_n_stop_words*seg1_sentence_length_median
seg1_n_stop_words,seg1_n_unique_tokens,0.9105631257053836,seg1_n_stop_words*seg1_n_unique_tokens
seg1_n_stop_words,seg1_n_characters,0.8603729269660126,seg1_n_stop_words*seg1_n_characters
seg2_n_stop_words,seg2_doc_length,0.940336849148304,seg2_n_stop_words*seg2_doc_length
seg2_n_stop_words,seg2_n_tokens,0.94153299988717,seg2_n_stop_words*seg2_n_tokens
seg2_n_stop_words,seg2_sentence_length_median,0.9376792950018542,seg2_n_stop_words*seg2_sentence_length_median
seg2_n_stop_words,seg2_n_unique_tokens,0.9141658694828388,seg2_n_stop_words*seg2_n_unique_tokens
seg2_n_stop_words,seg2_n_characters,0.8704861634984388,seg2_n_stop_words*seg2_n_characters
seg1_doc_length,seg1_dependency_distance_mean,0.7174656566260388,seg1_doc_length*seg1_dependency_distance_mean
seg1_doc_length,seg1_n_stop_words,0.9366405293209156,seg1_doc_length*seg1_n_stop_words
seg1_doc_length,seg1_n_tokens,0.9939894261035552,seg1_doc_length*seg1_n_tokens
seg1_doc_length,seg1_sentence_length_median,0.986345005628743,seg1_doc_length*seg1_sentence_length_median
seg1_doc_length,seg1_n_unique_tokens,0.9754931063538844,seg1_doc_length*seg1_n_unique_tokens
seg1_doc_length,seg1_n_characters,0.9631752149826982,seg1_doc_length*seg1_n_characters
seg1_doc_length,seg1_flesch_kincaid_grade,0.7228700480245612,seg1_doc_length*seg1_flesch_kincaid_grade
seg2_doc_length,seg2_dependency_distance_mean,0.733297323046329,seg2_doc_length*seg2_dependency_distance_mean
seg2_doc_length,seg2_n_stop_words,0.940336849148304,seg2_doc_length*seg2_n_stop_words
seg2_doc_length,seg2_n_tokens,0.9936623961592194,seg2_doc_length*seg2_n_tokens
seg2_doc_length,seg2_sentence_length_median,0.99061017048832,seg2_doc_length*seg2_sentence_length_median
seg2_doc_length,seg2_n_unique_tokens,0.9721547025292931,seg2_doc_length*seg2_n_unique_tokens
seg2_doc_length,seg2_n_characters,0.964765657814213,seg2_doc_length*seg2_n_characters
seg2_doc_length,seg2_flesch_kincaid_grade,0.7250561881658063,seg2_doc_length*seg2_flesch_kincaid_grade
seg1_n_tokens,seg1_n_stop_words,0.9372457735361512,seg1_n_tokens*seg1_n_stop_words
seg1_n_tokens,seg1_doc_length,0.9939894261035552,seg1_n_tokens*seg1_doc_length
seg1_n_tokens,seg1_sentence_length_median,0.9931351495200048,seg1_n_tokens*seg1_sentence_length_median
seg1_n_tokens,seg1_n_unique_tokens,0.983040684643052,seg1_n_tokens*seg1_n_unique_tokens
seg1_n_tokens,seg1_n_characters,0.9651341066556708,seg1_n_tokens*seg1_n_characters
seg1_n_tokens,seg1_flesch_kincaid_grade,0.7292557828634647,seg1_n_tokens*seg1_flesch_kincaid_grade
seg2_n_tokens,seg2_dependency_distance_mean,0.7109713148435158,seg2_n_tokens*seg2_dependency_distance_mean
seg2_n_tokens,seg2_n_stop_words,0.94153299988717,seg2_n_tokens*seg2_n_stop_words
seg2_n_tokens,seg2_doc_length,0.9936623961592194,seg2_n_tokens*seg2_doc_length
seg2_n_tokens,seg2_sentence_length_median,0.997049903646083,seg2_n_tokens*seg2_sentence_length_median
seg2_n_tokens,seg2_n_unique_tokens,0.9808467795531948,seg2_n_tokens*seg2_n_unique_tokens
seg2_n_tokens,seg2_n_characters,0.9664404725330626,seg2_n_tokens*seg2_n_characters
seg2_n_tokens,seg2_flesch_kincaid_grade,0.7298932120583494,seg2_n_tokens*seg2_flesch_kincaid_grade
seg2_n_tokens,seg2_automated_readability_index,0.7020820760460668,seg2_n_tokens*seg2_automated_readability_index
seg1_sentence_length_median,seg1_n_stop_words,0.9320486922262716,seg1_sentence_length_median*seg1_n_stop_words
seg1_sentence_length_median,seg1_doc_length,0.986345005628743,seg1_sentence_length_median*seg1_doc_length
seg1_sentence_length_median,seg1_n_tokens,0.9931351495200048,seg1_sentence_length_median*seg1_n_tokens
seg1_sentence_length_median,seg1_n_unique_tokens,0.9760973152135738,seg1_sentence_length_median*seg1_n_unique_tokens
seg1_sentence_length_median,seg1_n_characters,0.9581162993545193,seg1_sentence_length_median*seg1_n_characters
seg1_sentence_length_median,seg1_flesch_kincaid_grade,0.7352665789664543,seg1_sentence_length_median*seg1_flesch_kincaid_grade
seg2_sentence_length_median,seg2_dependency_distance_mean,0.7130815184930853,seg2_sentence_length_median*seg2_dependency_distance_mean
seg2_sentence_length_median,seg2_n_stop_words,0.9376792950018542,seg2_sentence_length_median*seg2_n_stop_words
seg2_sentence_length_median,seg2_doc_length,0.99061017048832,seg2_sentence_length_median*seg2_doc_length
seg2_sentence_length_median,seg2_n_tokens,0.997049903646083,seg2_sentence_length_median*seg2_n_tokens
seg2_sentence_length_median,seg2_n_unique_tokens,0.9774896648436268,seg2_sentence_length_median*seg2_n_unique_tokens
seg2_sentence_length_median,seg2_n_characters,0.9642778438485662,seg2_sentence_length_median*seg2_n_characters
